school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3
0.0,0.0,19,1.0,1.0,1.0,1,2,3.0,3.0,1.0,2.0,1,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4,2,4,3,0,9,9,0
0.0,0.0,16,1.0,0.0,0.0,3,4,3.0,2.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,2,1,5,16,12,11,11
0.0,0.0,18,1.0,0.0,1.0,2,1,2.0,2.0,0.0,2.0,2,3,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4,4,4,3,0,7,0,0
0.0,0.0,16,1.0,0.0,1.0,3,2,2.0,2.0,3.0,1.0,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,2,2,1,14,12,13,12
0.0,0.0,18,1.0,0.0,1.0,2,2,0.0,0.0,2.0,1.0,1,3,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,3,3,2,5,18,18,19
0.0,0.0,16,1.0,1.0,1.0,2,2,2.0,0.0,0.0,0.0,2,2,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,3,3,5,14,10,10,9
1.0,0.0,18,1.0,0.0,1.0,3,3,3.0,3.0,2.0,1.0,2,2,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,3,2,3,0,11,11,10
0.0,0.0,16,1.0,1.0,1.0,4,3,4.0,3.0,0.0,1.0,3,2,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5,4,3,1,2,16,15,15
0.0,0.0,18,1.0,1.0,1.0,2,1,3.0,0.0,3.0,1.0,1,2,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5,4,3,5,12,12,12,13
0.0,0.0,15,1.0,0.0,1.0,4,4,3.0,3.0,3.0,0.0,2,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4,4,5,6,7,9,8
0.0,1.0,16,1.0,1.0,1.0,4,3,4.0,2.0,0.0,1.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,4,5,3,0,6,0,0
0.0,1.0,16,1.0,0.0,1.0,1,2,3.0,3.0,2.0,1.0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,3,2,11,12,11
0.0,1.0,16,1.0,0.0,1.0,3,1,2.0,2.0,3.0,0.0,2,4,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,3,2,5,0,13,15,15
0.0,1.0,16,1.0,0.0,1.0,3,3,2.0,3.0,0.0,0.0,1,2,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,5,5,5,4,10,12,12
0.0,1.0,15,1.0,1.0,1.0,4,4,1.0,3.0,0.0,0.0,1,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,3,3,5,2,14,14,14
0.0,0.0,15,1.0,0.0,1.0,2,3,2.0,2.0,2.0,0.0,2,1,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3,5,1,5,0,8,7,6
0.0,1.0,16,1.0,1.0,0.0,3,4,3.0,2.0,1.0,1.0,1,2,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,3,5,4,11,11,11
0.0,1.0,16,1.0,0.0,1.0,3,4,2.0,2.0,0.0,0.0,3,1,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3,4,5,2,0,6,5,0
0.0,0.0,15,1.0,0.0,1.0,4,4,4.0,3.0,0.0,1.0,1,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2,2,5,2,9,11,11
0.0,0.0,19,1.0,0.0,1.0,1,1,0.0,1.0,1.0,2.0,1,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4,1,2,3,14,15,13,13
0.0,1.0,18,1.0,0.0,1.0,4,2,1.0,2.0,3.0,0.0,1,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4,5,5,10,10,9,10
0.0,0.0,17,1.0,0.0,1.0,1,1,0.0,2.0,3.0,1.0,1,3,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4,3,4,5,0,6,5,0
0.0,0.0,15,0.0,0.0,1.0,1,1,0.0,2.0,1.0,1.0,2,4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3,1,2,1,2,7,10,10
0.0,0.0,15,1.0,1.0,1.0,4,2,1.0,2.0,2.0,1.0,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,3,3,5,2,11,13,13
0.0,1.0,17,1.0,1.0,1.0,4,3,1.0,2.0,0.0,1.0,2,2,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,5,5,5,14,12,12,12
0.0,1.0,18,0.0,1.0,1.0,3,2,3.0,2.0,3.0,1.0,2,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,4,2,4,8,14,13,14
0.0,0.0,18,1.0,0.0,1.0,2,4,3.0,0.0,3.0,2.0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,3,3,8,14,12,12
0.0,1.0,16,0.0,0.0,1.0,4,2,4.0,3.0,2.0,1.0,1,1,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,3,3,3,10,10,8,9
0.0,1.0,15,1.0,1.0,1.0,4,4,4.0,2.0,1.0,2.0,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5,4,3,5,8,12,12,12
1.0,1.0,18,1.0,1.0,1.0,1,3,0.0,3.0,0.0,1.0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4,3,3,3,7,8,7,8
0.0,0.0,16,1.0,0.0,0.0,3,1,3.0,2.0,0.0,1.0,1,2,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2,3,3,4,5,7,7,7
0.0,1.0,17,0.0,0.0,1.0,2,1,2.0,2.0,0.0,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4,4,2,5,0,8,12,12
0.0,1.0,17,0.0,0.0,1.0,2,2,3.0,2.0,0.0,1.0,4,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4,4,5,4,8,11,10,10
0.0,0.0,16,1.0,0.0,1.0,3,3,2.0,2.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,2,5,4,6,10,10
0.0,0.0,17,1.0,1.0,1.0,4,2,4.0,3.0,3.0,1.0,1,4,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2,3,4,6,14,12,13
1.0,1.0,19,0.0,0.0,1.0,1,1,2.0,2.0,1.0,2.0,3,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4,4,4,5,4,8,8,8
0.0,1.0,16,1.0,0.0,1.0,4,4,3.0,3.0,2.0,1.0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,5,5,4,14,7,7,5
0.0,0.0,17,1.0,0.0,1.0,3,2,2.0,2.0,0.0,1.0,1,2,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,3,4,3,10,16,15,15
0.0,0.0,17,1.0,0.0,1.0,3,2,2.0,2.0,1.0,1.0,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,3,2,2,0,7,8,0
0.0,1.0,18,1.0,0.0,1.0,2,2,3.0,2.0,1.0,1.0,1,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,5,15,6,7,8
0.0,1.0,16,1.0,0.0,1.0,1,0,2.0,2.0,3.0,1.0,2,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,3,2,3,2,13,15,16
0.0,0.0,16,1.0,0.0,1.0,4,4,2.0,2.0,3.0,1.0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,3,4,1,6,11,14,14
0.0,0.0,17,1.0,1.0,1.0,3,2,2.0,2.0,3.0,1.0,2,2,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4,4,4,1,2,14,15,15
0.0,0.0,16,1.0,0.0,1.0,1,1,3.0,3.0,0.0,0.0,4,1,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5,5,5,5,6,10,8,11
0.0,1.0,16,1.0,0.0,1.0,4,3,1.0,3.0,3.0,1.0,1,4,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,2,2,2,4,19,19,20
0.0,1.0,15,0.0,0.0,1.0,4,3,4.0,0.0,0.0,1.0,1,2,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,5,2,5,0,17,16,16
0.0,0.0,18,0.0,0.0,1.0,4,4,4.0,2.0,3.0,1.0,2,2,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,3,4,4,8,12,10,11
0.0,0.0,16,1.0,0.0,1.0,4,3,1.0,2.0,1.0,1.0,1,2,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,3,5,2,2,16,16,16
1.0,1.0,17,1.0,0.0,1.0,3,3,1.0,2.0,0.0,1.0,2,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,5,4,3,2,13,13,13
0.0,1.0,15,1.0,0.0,1.0,4,2,1.0,3.0,2.0,1.0,1,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2,2,4,1,4,15,16,15
1.0,0.0,20,1.0,0.0,1.0,4,2,1.0,2.0,0.0,2.0,2,3,2,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5,4,3,3,4,15,14,15
0.0,0.0,17,1.0,1.0,1.0,4,3,1.0,2.0,3.0,0.0,1,2,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,2,3,3,14,13,13,14
0.0,0.0,18,1.0,0.0,1.0,4,3,3.0,2.0,1.0,0.0,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3,1,2,2,21,17,18,18
0.0,1.0,18,1.0,0.0,1.0,2,1,3.0,3.0,3.0,1.0,1,3,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2,4,2,6,15,14,14
0.0,1.0,16,1.0,1.0,1.0,1,2,2.0,2.0,0.0,1.0,2,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,4,5,0,7,0,0
0.0,0.0,17,1.0,0.0,1.0,3,4,3.0,2.0,0.0,1.0,1,3,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4,4,5,5,16,16,15,15
0.0,1.0,16,1.0,1.0,1.0,1,1,3.0,2.0,0.0,1.0,1,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4,4,4,5,0,14,12,12
0.0,0.0,16,1.0,1.0,1.0,1,2,2.0,3.0,3.0,0.0,1,2,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3,1,4,8,10,9
0.0,0.0,15,1.0,0.0,1.0,4,4,3.0,0.0,0.0,1.0,1,3,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,3,3,5,0,11,0,0
0.0,1.0,18,0.0,0.0,1.0,2,2,3.0,2.0,3.0,1.0,1,1,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3,3,3,4,0,7,4,0
0.0,1.0,15,1.0,1.0,0.0,3,2,3.0,2.0,1.0,1.0,1,2,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,2,2,1,0,16,18,19
0.0,0.0,15,1.0,1.0,1.0,4,3,3.0,3.0,3.0,0.0,1,2,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4,4,4,2,0,10,10,10
0.0,0.0,18,1.0,1.0,0.0,4,4,1.0,2.0,1.0,1.0,1,2,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,2,4,4,14,12,10,11
0.0,1.0,15,1.0,0.0,0.0,2,2,2.0,2.0,1.0,2.0,1,3,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,5,2,3,0,14,16,16
0.0,1.0,17,0.0,1.0,1.0,1,2,2.0,2.0,3.0,1.0,1,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2,2,5,8,16,12,13
0.0,0.0,16,1.0,1.0,1.0,2,2,2.0,2.0,1.0,1.0,2,2,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3,3,3,3,25,7,10,11
1.0,1.0,18,0.0,1.0,1.0,1,1,0.0,2.0,2.0,1.0,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,5,2,13,12,12
1.0,1.0,17,0.0,0.0,1.0,4,3,3.0,2.0,1.0,1.0,2,2,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4,5,5,2,4,13,11,11
0.0,0.0,17,1.0,0.0,1.0,4,3,2.0,2.0,3.0,1.0,1,2,2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3,4,5,1,22,6,6,4
0.0,1.0,18,1.0,1.0,1.0,4,3,4.0,3.0,0.0,1.0,2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,2,3,1,8,10,11,10
0.0,1.0,18,1.0,0.0,1.0,4,4,4.0,3.0,1.0,0.0,1,2,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4,3,3,2,0,10,10,0
0.0,1.0,17,1.0,1.0,1.0,2,2,2.0,2.0,1.0,0.0,1,2,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4,4,2,4,4,14,13,13
0.0,0.0,16,1.0,0.0,1.0,4,3,4.0,2.0,2.0,1.0,1,2,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,2,1,10,11,12,13
0.0,0.0,16,1.0,0.0,0.0,2,2,2.0,2.0,3.0,1.0,1,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,3,4,4,0,12,13,14
0.0,1.0,17,1.0,0.0,1.0,3,3,1.0,2.0,1.0,1.0,1,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4,4,3,5,4,14,12,11
1.0,1.0,18,1.0,0.0,1.0,4,4,4.0,4.0,1.0,0.0,1,2,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3,2,4,2,4,15,14,14
0.0,1.0,16,1.0,0.0,1.0,3,3,0.0,2.0,3.0,2.0,3,2,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5,3,3,2,6,7,10,10
1.0,0.0,18,0.0,0.0,1.0,2,2,0.0,2.0,2.0,1.0,2,3,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5,3,3,4,2,10,9,10
1.0,0.0,18,0.0,1.0,0.0,1,4,0.0,2.0,0.0,1.0,3,2,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4,3,4,5,0,13,13,13
0.0,0.0,17,1.0,0.0,1.0,3,2,1.0,1.0,3.0,0.0,1,4,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5,2,2,5,0,17,17,18
0.0,0.0,18,0.0,0.0,1.0,2,1,2.0,2.0,3.0,1.0,2,2,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4,3,5,3,0,6,0,0
0.0,0.0,16,1.0,0.0,1.0,2,3,2.0,2.0,3.0,1.0,1,2,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,3,4,6,8,10,10
